X,CH1,CH2,Start,Increment,
Sequence,Volt,Volt,-3.000000e-01,5.000000e-04
0,2.16e+00,-1.32e+00,
1,2.16e+00,-1.34e+00,
2,2.16e+00,-1.32e+00,
3,2.16e+00,-1.36e+00,
4,2.16e+00,-1.34e+00,
5,2.16e+00,-1.36e+00,
6,2.16e+00,-1.36e+00,
7,2.16e+00,-1.36e+00,
8,2.16e+00,-1.36e+00,
9,2.20e+00,-1.32e+00,
10,2.24e+00,-1.36e+00,
11,2.16e+00,-1.32e+00,
12,2.24e+00,-1.34e+00,
13,2.16e+00,-1.32e+00,
14,2.20e+00,-1.34e+00,
15,2.20e+00,-1.32e+00,
16,2.20e+00,-1.32e+00,
17,2.24e+00,-1.34e+00,
18,2.20e+00,-1.34e+00,
19,2.24e+00,-1.30e+00,
20,2.20e+00,-1.30e+00,
21,2.24e+00,-1.32e+00,
22,2.20e+00,-1.32e+00,
23,2.24e+00,-1.30e+00,
24,2.20e+00,-1.32e+00,
25,2.28e+00,-1.28e+00,
26,2.20e+00,-1.30e+00,
27,2.28e+00,-1.28e+00,
28,2.20e+00,-1.28e+00,
29,2.28e+00,-1.28e+00,
30,2.24e+00,-1.28e+00,
31,2.24e+00,-1.26e+00,
32,2.24e+00,-1.28e+00,
33,2.28e+00,-1.28e+00,
34,2.24e+00,-1.28e+00,
35,2.28e+00,-1.28e+00,
36,2.28e+00,-1.28e+00,
37,2.24e+00,-1.28e+00,
38,2.28e+00,-1.28e+00,
39,2.24e+00,-1.28e+00,
40,2.28e+00,-1.28e+00,
41,2.24e+00,-1.28e+00,
42,2.24e+00,-1.28e+00,
43,2.32e+00,-1.26e+00,
44,2.32e+00,-1.28e+00,
45,2.28e+00,-1.30e+00,
46,2.32e+00,-1.28e+00,
47,2.28e+00,-1.32e+00,
48,2.32e+00,-1.28e+00,
49,2.28e+00,-1.30e+00,
50,2.28e+00,-1.28e+00,
51,2.32e+00,-1.28e+00,
52,2.28e+00,-1.28e+00,
53,2.36e+00,-1.28e+00,
54,2.28e+00,-1.28e+00,
55,2.36e+00,-1.24e+00,
56,2.28e+00,-1.24e+00,
57,2.36e+00,-1.26e+00,
58,2.28e+00,-1.26e+00,
59,2.36e+00,-1.22e+00,
60,2.32e+00,-1.22e+00,
61,2.32e+00,-1.24e+00,
62,2.32e+00,-1.22e+00,
63,2.36e+00,-1.20e+00,
64,2.32e+00,-1.20e+00,
65,2.36e+00,-1.20e+00,
66,2.32e+00,-1.20e+00,
67,2.40e+00,-1.16e+00,
68,2.32e+00,-1.18e+00,
69,2.40e+00,-1.18e+00,
70,2.40e+00,-1.18e+00,
71,2.36e+00,-1.16e+00,
72,2.36e+00,-1.18e+00,
73,2.40e+00,-1.14e+00,
74,2.40e+00,-1.16e+00,
75,2.36e+00,-1.14e+00,
76,2.36e+00,-1.14e+00,
77,2.40e+00,-1.16e+00,
78,2.36e+00,-1.14e+00,
79,2.44e+00,-1.16e+00,
80,2.44e+00,-1.16e+00,
81,2.40e+00,-1.12e+00,
82,2.44e+00,-1.16e+00,
83,2.40e+00,-1.12e+00,
84,2.40e+00,-1.12e+00,
85,2.44e+00,-1.12e+00,
86,2.40e+00,-1.12e+00,
87,2.48e+00,-1.14e+00,
88,2.48e+00,-1.12e+00,
89,2.40e+00,-1.08e+00,
90,2.48e+00,-1.10e+00,
91,2.44e+00,-1.10e+00,
92,2.48e+00,-1.10e+00,
93,2.44e+00,-1.06e+00,
94,2.48e+00,-1.08e+00,
95,2.44e+00,-1.06e+00,
96,2.44e+00,-1.04e+00,
97,2.52e+00,-1.06e+00,
98,2.48e+00,-1.06e+00,
99,2.52e+00,-1.02e+00,
100,2.52e+00,-1.02e+00,
101,2.48e+00,-9.80e-01,
102,2.48e+00,-1.00e+00,
103,2.52e+00,-9.80e-01,
104,2.52e+00,-1.00e+00,
105,2.48e+00,-9.60e-01,
106,2.52e+00,-9.60e-01,
107,2.56e+00,-9.40e-01,
108,2.52e+00,-9.40e-01,
109,2.56e+00,-9.60e-01,
110,2.56e+00,-9.60e-01,
111,2.52e+00,-9.20e-01,
112,2.52e+00,-9.20e-01,
113,2.56e+00,-9.00e-01,
114,2.52e+00,-9.20e-01,
115,2.60e+00,-8.80e-01,
116,2.60e+00,-9.00e-01,
117,2.52e+00,-8.80e-01,
118,2.60e+00,-9.00e-01,
119,2.60e+00,-8.80e-01,
120,2.60e+00,-9.00e-01,
121,2.56e+00,-8.80e-01,
122,2.56e+00,-8.60e-01,
123,2.60e+00,-9.00e-01,
124,2.56e+00,-8.60e-01,
125,2.64e+00,-8.80e-01,
126,2.60e+00,-8.60e-01,
127,2.64e+00,-8.60e-01,
128,2.64e+00,-8.60e-01,
129,2.60e+00,-8.40e-01,
130,2.64e+00,-8.40e-01,
